id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
278,"Whispering Inis","Built around Abstract systems, Whispering Inis pushes Cards choices across 14 linked sessions and rewards tables that enjoy merchant drama. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Win or lose, Whispering Inis tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Dice|Solo|Cards,Abstract,53.37,3,9,36,"Silver Oak Studio","Lena Ortiz",2012,/images/fixtures/game_0278.png,2025-11-18T23:46:48+00:00,2026-03-26T10:29:41+00:00,"-0.3808,-0.3355,0.1086,0.5571,-0.8814,0.4705,-0.7744,-0.5345"
279,"Gang of Dice: Frontier","Gang of Dice: Frontier opens like a classic Strategy game, then quickly reveals Miniatures layers that reward long-form table memory. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Only adaptable crews master Gang of Dice: Frontier, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Miniatures",Strategy,81.35,4,10,49,"Clockwork Labs","Soraya Kline",1996,/images/fixtures/game_0279.png,2025-08-19T15:12:15+00:00,2026-03-26T10:29:41+00:00,"-0.5433,-0.845,-0.4242,0.5417,0.8906,0.0694,-0.3285,0.4878"
280,"Trailblazers Vibrant","Trailblazers Vibrant is a family-plus strategy Abstract title for 1–5 players that leans into Cards, Campaign, Legacy and Engine Building and sequential tactical turns play. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Action windows stay short, but consequence chains run long, especially in sessions around 61 minutes where adaptation beats scripted play. If your table likes post-game debriefs, Trailblazers Vibrant will spark them—nearly every finale feels earned, messy, and memorable.",,"Cards|Campaign|Legacy|Engine Building",Abstract,22.20,4,7,77,"Nimbus Games","Soraya Kline",1991,/images/fixtures/game_0280.png,2026-03-04T09:15:58+00:00,2026-03-26T10:29:41+00:00,"0.7434,-0.429,-0.4053,-0.6363,-0.7277,0.3954,0.9456,-0.1557"
281,"Gang of Dice: Sanctum","At its core, Gang of Dice: Sanctum is a Co-op design where Legacy, Dice and Solo mechanisms collide with programmed actions pacing for 1–5 players groups. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. Win or lose, Gang of Dice: Sanctum tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Legacy|Dice|Solo,Co-op,82.83,3,9,152,"Indigo Forge","Elliot Mercer",1994,/images/fixtures/game_0281.png,2025-11-25T17:09:01+00:00,2026-03-26T10:29:41+00:00,"0.5669,-0.4674,0.636,-0.9321,-0.4478,0.6214,-0.0443,0.7237"
282,"Ichor Cosmic","Ichor Cosmic frames city-building tension as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Legacy|Solo|Campaign,Party,55.48,4,8,119,"Indigo Forge","Elliot Mercer",2017,/images/fixtures/game_0282.png,2025-08-07T15:41:38+00:00,2026-03-26T10:29:41+00:00,"0.9045,-0.9463,0.3957,0.9349,-0.0417,-0.4806,-0.9102,0.1152"
283,"Pacey Sanctum","Pacey Sanctum is a mid-weight hobby Family title for 2–6 players that leans into Campaign, Dice and Legacy and real-time bursts play. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Action windows stay short, but consequence chains run long, especially in sessions around 119 minutes where adaptation beats scripted play. Win or lose, Pacey Sanctum tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Campaign|Dice|Legacy,Family,37.75,3,8,111,"Clockwork Labs","Elliot Mercer",2007,/images/fixtures/game_0283.png,2025-08-30T00:55:24+00:00,2026-03-26T10:29:41+00:00,"0.5235,0.5957,0.1661,-0.2452,-0.4122,0.1599,0.1708,-0.7533"
284,"Voyage without Tigris and Euphrates","Designed for mid-weight hobby tables, Voyage without Tigris and Euphrates channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Few designs blend Co-op and Miniatures this smoothly while remaining approachable across varied player counts.",,Miniatures|Dice,Co-op,53.86,1,5,73,"Silver Oak Studio","Soraya Kline",2004,/images/fixtures/game_0284.png,2026-03-25T01:55:36+00:00,2026-03-26T10:29:41+00:00,"0.7116,-0.8691,-0.726,-0.0664,0.342,0.1562,0.746,-0.2367"
285,"Astral Outpost","Astral Outpost opens like a classic Thematic game, then quickly reveals Engine Building layers that reward long-form table memory. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Solo|Legacy",Thematic,49.43,4,6,56,"Silver Oak Studio","Marcus Thorne",1998,/images/fixtures/game_0285.png,2025-05-30T23:23:30+00:00,2026-03-26T10:29:41+00:00,"-0.3856,0.027,0.3187,0.4788,-0.0454,-0.294,0.1417,0.02"
286,"Alien Orbit","Alien Orbit frames political intrigue as a living sandbox: each scenario escalates pressure while 2–8 players teams improvise around shifting incentives. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 141 minutes where adaptation beats scripted play. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Campaign|Cards|Tile Laying",Abstract,52.54,2,6,141,"Indigo Forge","Marcus Thorne",2024,/images/fixtures/game_0286.png,2025-10-17T19:02:42+00:00,2026-03-26T10:29:41+00:00,"0.4715,0.878,-0.3402,0.5008,-0.2105,-0.9131,0.9986,0.4672"
287,"Heat Epic","Heat Epic blends Deck Building structure with Legacy chaos, delivering 120-minute arcs where every decision compounds into later chapters. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Map states remain highly legible despite scale; by late game, up to 29 tiles and layered markers support deep positional planning. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Campaign|Legacy|Tile Laying|Miniatures","Deck Building",66.85,4,8,117,"Silver Oak Studio","Marcus Thorne",1991,/images/fixtures/game_0287.png,2026-02-05T01:05:26+00:00,2026-03-26T10:29:41+00:00,"0.8329,0.2087,0.7145,-0.4831,0.8452,-0.5918,0.6907,-0.8514"
288,"Nana of Expedition","Part campaign and part systems puzzle, Nana of Expedition asks 2–5 players players to master Thematic priorities under predictable pressure. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Few designs blend Thematic and Dice this smoothly while remaining approachable across varied player counts.",,Legacy|Solo|Dice,Thematic,35.34,2,7,139,"Arcana Works","Marcus Thorne",2023,/images/fixtures/game_0288.png,2026-02-18T09:36:09+00:00,2026-03-26T10:29:41+00:00,"-0.4664,0.8517,-0.8815,0.7863,0.9037,0.8343,-0.4777,-0.2863"
289,"Sanctum under Crown","At its core, Sanctum under Crown is a Party design where Solo and Dice mechanisms collide with programmed actions pacing for 2–6 players groups. Your group manages predictable economies while chasing milestone bonuses; by chapter 7 the board can contain over 20 modular tiles. If your table likes post-game debriefs, Sanctum under Crown will spark them—nearly every finale feels earned, messy, and memorable.",,Solo|Dice,Party,76.78,3,10,62,"Nimbus Games","Marcus Thorne",2007,/images/fixtures/game_0289.png,2026-01-15T23:15:16+00:00,2026-03-26T10:29:41+00:00,"0.0364,-0.7662,-0.1912,-0.7151,0.6743,-0.6779,-0.827,-0.7912"
290,"Kingdom without Echoes","Kingdom without Echoes opens like a classic Thematic game, then quickly reveals Dice layers that reward long-form table memory. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Veteran groups report that Kingdom without Echoes shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Dice|Campaign,Thematic,80.42,3,9,73,"Nimbus Games","Soraya Kline",1990,/images/fixtures/game_0290.png,2026-02-23T13:42:16+00:00,2026-03-26T10:29:41+00:00,"-0.7231,0.0991,0.5696,-0.9088,0.6139,0.0102,-0.086,-0.9211"
291,"Tigris and Euphrates Luminous","Designed for mid-weight hobby tables, Tigris and Euphrates Luminous channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Few designs blend Eurogame and Legacy this smoothly while remaining approachable across varied player counts.",,"Engine Building|Legacy|Solo",Eurogame,51.54,3,9,110,"Nimbus Games","Marcus Thorne",1992,/images/fixtures/game_0291.png,2026-01-12T03:02:08+00:00,2026-03-26T10:29:41+00:00,"0.902,-0.9005,-0.5377,0.9524,-0.6425,-0.6619,0.5393,0.5995"
292,"Clever Gang of Dice","Clever Gang of Dice frames expedition survival as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. Few designs blend Party and Engine Building this smoothly while remaining approachable across varied player counts.",,"Dice|Engine Building",Party,69.52,1,7,79,"Arcana Works","Elliot Mercer",2006,/images/fixtures/game_0292.png,2025-12-10T03:21:38+00:00,2026-03-26T10:29:41+00:00,"0.474,-0.5413,0.104,-0.0285,-0.0832,-0.064,0.7014,-0.7571"
293,"Voyage of Trio","At its core, Voyage of Trio is a Party design where Engine Building and Tile Laying mechanisms collide with simultaneous planning pacing for 1–4 players groups. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 30 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Only adaptable crews master Voyage of Trio, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,"Engine Building|Tile Laying",Party,51.64,2,6,156,"Silver Oak Studio","Marcus Thorne",2014,/images/fixtures/game_0293.png,2025-09-27T12:40:51+00:00,2026-03-26T10:29:41+00:00,"0.8504,0.686,-0.8851,-0.2245,0.9468,0.89,-0.7899,0.7162"
